Model_Id,Date,RMSE,CRPS,opt_params,Model_type,random_state
MTB12743,2022_11_21,0.2742884017650179,0.0258961162553175,{'n_estimators': 100},Random Forrest,165207
MTB121323,2022_11_21,0.27991593090497,0.023074370017725,{'n_estimators': 10000},Random Forrest,329751
MTB122240,2022_11_21,0.2776063387433002,0.0210023495951631,{'n_estimators': 1000},Random Forrest,344386
MTB122838,2022_11_21,0.2755375370134043,0.02833198295464852,{'n_estimators': 1000},Random Forrest,609618
