Model_Id,Date,RMSE,CRPS,Model_type,random_state
MGPB123427,2022_11_21,0.2839266032695384,0.0023895818696134,Gaussian Process,621197
MGPB123443,2022_11_21,0.2864752992848058,0.0320529175314458,Gaussian Process,60550
MGPB12357,2022_11_21,0.2867517174460808,0.0012534035529552,Gaussian Process,501896
MGPB123522,2022_11_21,0.27549792235037296,0.007111217012645351,Gaussian Process,579152
