Model_Id,Date,RMSE,CRPS,opt_params,Model_type,random_state
MTB145436,2022_11_29,2.7327331080030035,1.5956066593204894,{'n_estimators': 1000},Random Forrest,903364
MTB14576,2022_11_29,2.569373819955481,1.5568294809916587,{'n_estimators': 10000},Random Forrest,121701
MTB15035,2022_11_29,2.516425965290423,1.6149904573002662,{'n_estimators': 1000},Random Forrest,633023
MTB1531,2022_11_29,2.2664558382343705,1.751361359044993,{'n_estimators': 100},Random Forrest,62036
