Model_Id,Date,RMSE,CRPS,Model_type,random_state
MGPB10933,2022_10_24,0.0061414504617237,0.0006185738420518,Gaussian Process,840227
MGPB103536,2022_10_24,0.0061272969398532,0.0006610488173091,Gaussian Process,382914
MGPB105641,2022_10_24,0.0061427790828086,0.0006496120446498,Gaussian Process,995713
MGPB112242,2022_10_24,0.006149393083152394,0.0006654410021233511,Gaussian Process,990776
