Model_Id,Date,ERR,Logloss,AUC,opt_params,Model_type,random_state
MGPB194257,2022_11_28,0.0242424242424242,0.6477525142955151,0.7363731656184487,{'n_estimators': 10},randomForrest,644694
MGPB194415,2022_11_28,0.0242424242424242,0.4493422619009779,0.8821225071225071,{'n_estimators': 10},randomForrest,828289
MGPB194530,2022_11_28,0.0242424242424242,0.106169199632302,0.9741935483870968,{'n_estimators': 10000},randomForrest,267618
MGPB194724,2022_11_28,0.030303030303030304,0.049409640563959155,0.9886980108499096,{'n_estimators': 10},randomForrest,809275
