Model_Id,Date,RMSE,CRPS,Model_type,random_state
MGPB155819,2022_11_29,0.7073107334527013,0.1373282205339859,Gaussian Process,458379
MGPB155822,2022_11_29,0.6690856080896832,0.1251289502241609,Gaussian Process,110731
MGPB155824,2022_11_29,0.6741036392694101,0.1202446822993809,Gaussian Process,904964
MGPB155824,2022_11_29,0.7362419676624745,0.17206839726329767,Gaussian Process,950956
