Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state,sample_seed
MGPB11417,2022_11_29,0.1757575757575757,0.3703037164718064,0.8547160243407708,Gaussian Process,637735,94
MGPB11417,2022_11_29,0.109090909090909,0.3407456826183428,0.827839756592292,Gaussian Process,687698,94
MGPB11418,2022_11_29,0.0727272727272727,0.2190646763342121,0.8724696356275303,Gaussian Process,109724,94
MGPB11419,2022_11_29,0.10303030303030303,0.24631576987207018,0.9121621621621622,Gaussian Process,680914,94
