Model_Id,Date,RMSE,CRPS,opt_params,Model_type,random_state
MTB10810,2022_12_1,4671.6182318581305,3025.5509825738004,{'n_estimators': 10000},Random Forrest,243829
MTB101012,2022_12_1,5410.037575809035,3244.122270526929,{'n_estimators': 100},Random Forrest,739882
MTB101143,2022_12_1,4403.596149558972,2811.7229330669297,{'n_estimators': 10000},Random Forrest,425661
MTB101346,2022_12_1,4041.4191583782444,3221.6475593975606,{'n_estimators': 1000},Random Forrest,483108
