Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state
MGPB175826,2022_11_28,0.1939393939393939,0.4511091232484644,0.8731066231066231,Gaussian Process,437175
MGPB175827,2022_11_28,0.2303030303030303,0.5181232928491809,0.8080611327539706,Gaussian Process,8974
MGPB175828,2022_11_28,0.2666666666666666,0.5161237713233157,0.8204615384615385,Gaussian Process,460262
MGPB175828,2022_11_28,0.22424242424242424,0.5072064139945641,0.8273333333333333,Gaussian Process,444488
