Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state
MGPB232423,2022_11_28,0.1757575757575757,0.4230888402938828,0.8936507936507936,Gaussian Process,757079
MGPB232424,2022_11_28,0.1757575757575757,0.4035971976556106,0.9155295646523716,Gaussian Process,58868
MGPB232424,2022_11_28,0.2363636363636363,0.4372055544512895,0.8786086956521739,Gaussian Process,9919
MGPB232425,2022_11_28,0.18787878787878787,0.4339314424809894,0.8806852637962402,Gaussian Process,490857
