Model_Id,Date,RMSE,CRPS,Model_type,random_state
MGPB15524,2022_11_29,3.091099165127251,1.8826657149287152,Gaussian Process,685495
MGPB15526,2022_11_29,2.5145695299146587,2.121318173679261,Gaussian Process,139040
MGPB15528,2022_11_29,3.018195558255643,2.022533946440153,Gaussian Process,242144
MGPB15529,2022_11_29,2.2283594665958195,1.7744422595572584,Gaussian Process,533851
