Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state
MGPB164739,2022_11_28,0.144927536231884,0.4173080435825955,0.9605042016806722,Gaussian Process,731555
MGPB164740,2022_11_28,0.1739130434782608,0.4614830583848966,0.9285714285714284,Gaussian Process,349741
MGPB164740,2022_11_28,0.144927536231884,0.4496178634067733,0.9400352733686068,Gaussian Process,515533
MGPB164740,2022_11_28,0.15942028985507245,0.47498545597400493,0.8981481481481483,Gaussian Process,322432
