Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state,sample_seed
MGPB91525,2022_11_29,0.1515151515151515,0.3490117023488774,0.9293062904174016,Gaussian Process,307989,26
MGPB91527,2022_11_29,0.109090909090909,0.3053089188371576,0.9396654719235364,Gaussian Process,940354,26
MGPB91528,2022_11_29,0.1454545454545454,0.3077863701241443,0.9489159489159488,Gaussian Process,102084,26
MGPB91528,2022_11_29,0.09090909090909091,0.29498077013300367,0.9538642374375552,Gaussian Process,826529,26
