Model_Id,Date,RMSE,CRPS,opt_params,Model_type,random_state
MTB135112,2022_11_29,2230.5292469311903,1831.609734415793,{'n_estimators': 10000},Random Forrest,57695
MTB135326,2022_11_29,2023.0964593103547,1751.2148478069057,{'n_estimators': 10000},Random Forrest,395808
MTB135541,2022_11_29,2674.6420435751925,1679.2492024507917,{'n_estimators': 10000},Random Forrest,586685
MTB135739,2022_11_29,1673.4062541172766,1578.2585720376942,{'n_estimators': 10000},Random Forrest,790729
