Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state
MGPB173328,2022_11_28,0.0242424242424242,0.1257841680992514,0.9924615384615384,Gaussian Process,324101
MGPB173328,2022_11_28,0.0606060606060606,0.159692817247205,0.9900869565217392,Gaussian Process,696191
MGPB173329,2022_11_28,0.0242424242424242,0.0988006373579025,0.9973787680209698,Gaussian Process,973377
MGPB173329,2022_11_28,0.07272727272727272,0.20985448408344332,0.9901557449309433,Gaussian Process,272369
