Model_Id,Date,RMSE,CRPS,opt_params,Model_type,random_state
MTB101159,2022_12_2,167263.11874419017,58812.95744719925,{'n_estimators': 100},Random Forrest,862087
MTB101450,2022_12_2,167788.78563146558,59783.67680697889,{'n_estimators': 100},Random Forrest,622338
MTB101741,2022_12_2,212072.75579614492,72600.14727566575,{'n_estimators': 1000},Random Forrest,826391
MTB102047,2022_12_2,168735.8366699815,62756.65921285583,{'n_estimators': 100},Random Forrest,686886
