Model_Id,Date,ERR,Logloss,AUC,opt_params,Model_type,random_state,sample_seed
MGPB114819,2022_11_29,0.1471861471861472,0.3700188244108387,0.8408047416311879,{'n_estimators': 1000},randomForrest,836253,97
MGPB115030,2022_11_29,0.119047619047619,0.3124552560489151,0.8802758620689657,{'n_estimators': 1000},randomForrest,72789,16
MGPB115252,2022_11_29,0.1558441558441558,0.3774581052179536,0.8201919374426113,{'n_estimators': 1000},randomForrest,939912,44
MGPB115511,2022_11_29,0.13636363636363635,0.34196601671789073,0.8789965773436849,{'n_estimators': 1000},randomForrest,140891,57
