Model_Id,Date,RMSE,CRPS,Model_type,random_state
MGPB133513,2022_11_29,3336.61104501623,2044.598676642351,Gaussian Process,102262
MGPB135955,2022_11_29,2630.4513372330844,1704.54284305227,Gaussian Process,343213
MGPB135955,2022_11_29,2796.707923612767,1810.341668131152,Gaussian Process,367210
MGPB135955,2022_11_29,4936.839221716333,2201.222548877539,Gaussian Process,316006
