Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state
MGPB171831,2022_12_1,0.0,0.1787383513883928,1.0,Gaussian Process,110635
MGPB171833,2022_12_1,0.0121212121212121,0.171841503538023,1.0,Gaussian Process,551883
MGPB171834,2022_12_1,0.006060606060606,0.1447996455145342,1.0,Gaussian Process,535341
MGPB171835,2022_12_1,0.0,0.14358348683238248,1.0,Gaussian Process,318049
