Model_Id,Date,ERR,Logloss,AUC,Model_type,random_state,sample_seed
MGPB115726,2022_11_29,0.1696969696969697,0.404412075013525,0.8112087912087912,Gaussian Process,611844,57
MGPB115727,2022_11_29,0.1515151515151515,0.4215803062518835,0.7592681752527685,Gaussian Process,336425,57
MGPB115727,2022_11_29,0.1818181818181818,0.4136526338312166,0.8186409550045913,Gaussian Process,522571,57
MGPB115728,2022_11_29,0.15757575757575756,0.3998567113556587,0.8275941230486685,Gaussian Process,688755,57
